question,answer
" 1927 ж – 75 жергілікті, 13 губерниялық, 7өлкелік жәрмеңке жұмыс істеп, сауда айналымы –", 30 млн сомға жетті
1927 ж Әміре Қашаубаев ән салған қала: ,Майндағы Франкфурт
Әміре Қашаубаев Майнда(Германия) қазақ ән өнерін әйгіледі,1927 ж 
1927 ж бастап мыс өндіре бастағанкомбинат: ,Қарсақпай 
Голощекин «Кіші қазан» саясатын ұсынды,1927 ж 
"1927 ж жарық көрген С Сейфуллиннің қай шығармасы қазақ халқының 1916 ж азаттық қозғалысына, ақпан,қазан төңкерісіне, азамат соғысына арналды –","""Тар жол, тайғақ кешу"" "
партияның 15 съезі ауыл шаруашылығын ұжымдастыру бағытын жариялады,1927 ж желтоқсан 
"«Қазақ уездік, округтік мекемелерде қазақ тілінде іс жүргізуге біржола көшу» жөнінде шаралар ",1927 ж мамыр 
1927 жыл республикада жұмыс істеген жергілікті жәрмеңке саны: ,75
1927 жылдан бастап мыс өндіре бастаған комбинат—,Қарсақбай
1927 жылы ауыл шаруашылығын ұжымдастыру бағытын жариялаған съезд: ,XV
1927 жылы Әміре Қашаубаев өнер көрсеткен ел: ,Германия
1927 жылы әнші Әміре Қашаубаев өнер көрсеткен қала: ,"Майндағы Франкфурт ,"
1927 жылы желтоқсанда ауылшаруашылыгын ұжымдастыру бағытын жариялаған съезд; ,XV съезд
1927 жылы Қазақ КСР-інде кооперация қамтыған шаруа қожалыктарының көлемі: ,"23,1% "
1927 жылы Қазақстанда салына бастаған ірі құрылыс: ,Түркістан - Сібір теміржол магистралі
1927 жылы Қазақстанда ірі құрылыстарды салу басталды – ,Түрксібтен 
1927 жылы Париж қаласында өткен концертке қатысып ән салған қазақ халқының әйгілі әншісі: ,Ә Қашаубаев
1927 жылы республикада жұмыс істеген губерниялық жәрмеңке саны: ,13
1927 жылы республикада жұмыс істеген жергілікті жәрмеңке саны;,75
1927 жылы республикада жұмыс істеген өлкелік жәрмеңке саны: ,7
1927 жылы республикадағы жәрмеңкелердің құраған сауда айналымының мөлшері: ,30 млн сом
 1927 жылы Сәкен Сейфуллин жазған тарихи революциялық роман: ," ""Тар жол, тайғақ кешу"" "
 Республика өнеркәсібін қалпына келтіру аяқталды, 1927-1928 жж 
"мемлекет қайраткерлері Т Рысқұлов, Н Нұрмақов, С Қожанов, М Мырзағалев республикадан аластатылды",1927-1929 жж 
