question,answer
1771 жылы «қырғыз қайсақ даласы туралы күнделік жазбалар» атты қызықты еңбек қалдырған: ,Н П Рычков
1771 жылы Н П Рычковтың Орынборда жазып қалдырған еңбегі: ,«Қырғыз-қайсақ даласы туралы күнделік жазбалар»
1771 жылы Түркістан қаласында болған оқиға: ,Абылай хан сайланды 
1771 жылы Түркістан қаласында болған оқиға: ,Абылай хан сайланды 
"Орынбор Губернаторы Петербургке хабарлағандай, қазақ руларының арасындағы қобалжу ерекше байқалды",1773 ж 7 қазан 
"көтеілісшілер Пресногорьковск бекінісіне, Троицк, Гагарьевск редуттарына шабуылдады",1773 ж – қазан
"көтеріліске шыққан Орта жүз қазақтары топталып, Пресногорьковск бекінісіне шабуыл жасауға талаптанды ",1773 ж қазанда
"Пугачевтің манифесіне арқа сүйеген қазақтар Жайықтың оң жағасына өтіп, малдарын жайды",1773 ж – қараша
Нұралының өкілі Зәбір молда Усиха өзені маңында Пугачевке жолықты,1773 ж – қарашаның 17 нен-18не қараған түні
1773 ж құрамында Орта жүздің қазақтары бар көтерілісшілер қай бекіністі алуға жиналды: ,Пресногорьковск 
"Пугачев Нұралыға арнайы үндеу жолдады: жер мен суды қазақтарға қайтаруға уәде беріп, қазақтарды өзіне тарту мақсатын ұстанды",1773 ж 20 қыркүйек 
1773 жылы 17-18 қарашада Усиха өзені бойында Пугачевке жолыққан Нұралы ханның арнайы өкілі: ,Зәбір молда
 1773 жылы 17-18 қарашада Усиха өзені жағалауында Е Пугачевтің ставкасына келген Нұралы ханның сенімді адамы — , Забир молда 
" 1773-1774 жж – Пугачев үндеулері Кіші жүзде жиі тарап, қазақтардың көтеріліске стихиялық бағытта тартылуы "," (қыркүек, наурыз)"
" Еділ мен Жайық бойындағы Е Пугачев басқарған соғыс Орыс, башқұрт, татар, Орта және Кіші жүз қазақтары қатысты ", 1773-1775 жж 
 1773-1775 жж Е Пугачев соғысы кезінде Кіші жүз ханы Нұралының ұстанған бағыты: , бейтарап саясатты ұстанып екі жақты бағытта болды
 1773-1775 ж Е Пугачев бастаған орыс шаруалар көтерілісінің тарихы маңызы:, Қазақтардың патша өкіметіне қарсы ұлт- азаттық қозғалысқа шығуына жол ашылды 
" Генерал Деколонгтың Петербургке граф Панинге жолдаған хатында көтерілісшілердің күш алып кеткендігі соншалық, бекіністердегі гарнизондарға сүйеніп, қазақтардың толқуын басу мүмкін емес деп қынжыла хабарлады", 1774 ж күзінде 
Звериноголовск бекінісі төңірегінде Пугачев тығылып жүр деген лақап тарады ,1774ж жаз 
