question,answer
1773 жылы 17 18 қараша усиха өзені жағала е пугачев ставкасын келген нұралы ханны сенім адамы ," забир молда "
1773 1774 жж пугачев үндеу кіші жүзде жиі тарап қазақ көтер стихиялық бағыт тарты ," қыркүек наурыз "
еділ мен жайық бойын е пугачев басқа соғыс орыс башқұрт татар орта және кіші жүз қазақ қатыс ," 1773 1775 жж "
1773 1775 жж е пугачев соғыс кезін кіші жүз ханы нұралы ұстан бағыт ," бейтарап саясатты ұстанып екі жақты бағытта болды"
1773 1775 ж е пугачев баста орыс шаруа көтер тарих маңыз ," қазақтардың патша өкіметіне қарсы ұлт азаттық қозғалысқа шығуына жол ашылды "
генерал деколонгтың петерб граф панинге жолда хатын көтер күш алып кеткен соншалық бекініс гарнизон сүйен қазақ толқу басу мүмкін емес деп қынжыла хабар ," 1774 ж күзінде "
звериноголовск бекініс төңірегін пугачев тығыл жүр деген лақап тарады ,1774ж жаз 
қарау кенже қыпша керей т б рулар құрыл топта пресно петро верхнеозерный бекініс шабуыл ,1774 ж күз 
сібір шептері шабуыл қазақ патша әскер қысым сырдария бойын ығысуы ,1774 ж күз
көтер кең жайыл ,1774 ж наурыз күз 
1774 1775 жылда сібір шебін орнал тұрақ әскер саны ,3500 адам
қозға саябырлап басыл ,1775 ж 
пугачев көтер әлсіре суворов баста күш пугачев көтер басты орталы талқа кейін ғана қазақ өлкес де көтер әлсіре ,1775 ж 
шаруа көтер жаныш а суворов п панинге жолда хатын сыр 1773 жылы 17 18 қараша усиха датұлы патша үкіме қарсы күрес топта басшы деп сипат ,1775 ж 
сыртқ істер колле жарлы бойын қысқы уақыт еділ каспи теңіз ертіс пен жайық оң жағала ембі сағыз өзенде бойын жайыл ппайдалануға рұқсат етілді ," 1775 ж 7 қараша "
1775 жылда сібір шебін орнал тұрақ әскср саны ," 3500 адам"
1775 1846 жж өмір сүрген суырып салма ақынд бірі ,жанақ
1775 1846 жылда өмір сүрген қазақ поэзия жарқын өкілд бірі белгі ақын ,жанақ ақын
генерал н а рейндорф тыныш орнаған туралы үкіме хабар ,1776 ж сәуірде
орал казак қақтығыс сырым балал қайты болды ,1778 ж 
1778 ж 24 мамыр 2 екатерин ,абылайды тек орта жүз ханы етіп бекітті
казак әскер болған қатты шайқа сырым датұлы балал өлді ,1778 ж 
орал казак қақтығыс сырым балал қайты болды ,1778 ж 
1778 ж іі екатерин абылай қай жүзді ханы етіп бекіт ,орта жүздің 
1778 жылы орта жүзге тағайында хан ,абылай
1778 жылы патша үкіме орта жүзді ханы деп таныды ,абылайды
1778 жылы іі екатерин абылай ханды бекіт ,орта жүздің ханы етіп
1778 жылы іі екатерин абылай ханды ,орта жүздің ханы етіп бекітті
абылай дүние салды түркі ахмет йассауи кесене жерле ,1781 ж 
1781 жылы абылай қайты болуы байла орта жүзді ханы болып сайла ұлы ,уәли
